disease_id,disease_name,disease_name_upper
12160,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,SPONDYLOMETAPHYSEAL DYSPLASIA-CONE-ROD DYSTROPHY SYNDROME
10977,Brody myopathy,BRODY MYOPATHY
11061,"chorea, remitting, with nystagmus and cataract","CHOREA, REMITTING, WITH NYSTAGMUS AND CATARACT"
14758_24558_11555,radioulnar synostosis with amegakaryocytic thrombocytopenia,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA
11124,spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,SPONDYLOEPIMETAPHYSEAL DYSPLASIA-ABNORMAL DENTITION SYNDROME
14497,polyendocrine-polyneuropathy syndrome,POLYENDOCRINE-POLYNEUROPATHY SYNDROME
8934,cerebellar ataxia-ectodermal dysplasia syndrome,CEREBELLAR ATAXIA-ECTODERMAL DYSPLASIA SYNDROME
14558,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,AUTOSOMAL DOMINANT INTELLECTUAL DISABILITY-CRANIOFACIAL ANOMALIES-CARDIAC DEFECTS SYNDROME
12139_11957,"macular dystrophy, retinal","MACULAR DYSTROPHY, RETINAL"
13183_14026_14614_13450_32811_14872_9758_10241_13807_10690_16293,congenital stationary night blindness,CONGENITAL STATIONARY NIGHT BLINDNESS
7124,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE SYNDROME
9955,rapadilino syndrome,RAPADILINO SYNDROME
60589,"facial palsy, congenital, with ptosis and velopharyngeal dysfunction","FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION"
10032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT
10404,X-linked non progressive cerebellar ataxia,X-LINKED NON PROGRESSIVE CEREBELLAR ATAXIA
9225,"fever, familial lifelong persistent","FEVER, FAMILIAL LIFELONG PERSISTENT"
12046,"congenital corneal opacities, cornea guttata, and corectopia","CONGENITAL CORNEAL OPACITIES, CORNEA GUTTATA, AND CORECTOPIA"
8514_8512_8515_8516_10669_19683_21002_17460,syndactyly,SYNDACTYLY
14701_12716_32835_8472_32721_8471_12019_10073_19667_16761,spondyloepiphyseal dysplasia,SPONDYLOEPIPHYSEAL DYSPLASIA
8919,systemic primary carnitine deficiency disease,SYSTEMIC PRIMARY CARNITINE DEFICIENCY DISEASE
11020,osteoporosis-oculocutaneous hypopigmentation syndrome,OSTEOPOROSIS-OCULOCUTANEOUS HYPOPIGMENTATION SYNDROME
13594_13485_14867_12246_11781_11833_33482_33479_14417_8119_14475_8120_10062_7298_11540_11694_11819_12116_7574_8457_12449_33481_13486_7296_11834_14776_14410_8458_14626_10847_11464_10848_12247_11529_11330_12450_13241_11439_32526_12103_33480_12098_16809_561,spinocerebellar ataxia,SPINOCEREBELLAR ATAXIA
10649,isolated congenital megalocornea,ISOLATED CONGENITAL MEGALOCORNEA
12401,congenital stromal corneal dystrophy,CONGENITAL STROMAL CORNEAL DYSTROPHY
11493_13590_13666_7160_19354,Stickler syndrome,STICKLER SYNDROME
9601,metaphyseal dysplasia without hypotrichosis,METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS
100092_100093,"myoclonus, familial","MYOCLONUS, FAMILIAL"
9196,ermine phenotype,ERMINE PHENOTYPE
11178,infantile convulsions and choreoathetosis,INFANTILE CONVULSIONS AND CHOREOATHETOSIS
60764_60732,tetraamelia syndrome,TETRAAMELIA SYNDROME
9391,hypermetabolism due to defect in mitochondria,HYPERMETABOLISM DUE TO DEFECT IN MITOCHONDRIA
21020_11725_9044,Crigler-Najjar syndrome,CRIGLER-NAJJAR SYNDROME
7097,Finnish type amyloidosis,FINNISH TYPE AMYLOIDOSIS
18816,isolated neonatal sclerosing cholangitis,ISOLATED NEONATAL SCLEROSING CHOLANGITIS
12901,inherited prekallikrein deficiency,INHERITED PREKALLIKREIN DEFICIENCY
10371,Aland island eye disease,ALAND ISLAND EYE DISEASE
12433_14579_13326_12225_11755_14712_9962_11756_17842,Senior-Loken syndrome,SENIOR-LOKEN SYNDROME
34109,congenital myopathy with reduced type 2 muscle fibers,CONGENITAL MYOPATHY WITH REDUCED TYPE 2 MUSCLE FIBERS
9810,autosomal recessive distal osteolysis syndrome,AUTOSOMAL RECESSIVE DISTAL OSTEOLYSIS SYNDROME
100083,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,HEREDITARY THROMBOCYTOPENIA AND HEMATOLOGICAL CANCER PREDISPOSITION SYNDROME ASSOCIATED WITH RUNX1
100151_9066_18467,nephropathic cystinosis,NEPHROPATHIC CYSTINOSIS
21093_13323_13719_13573_9032,cranioectodermal dysplasia,CRANIOECTODERMAL DYSPLASIA
12166,autosomal dominant sensory ataxia 1,AUTOSOMAL DOMINANT SENSORY ATAXIA 1
12502,normophosphatemic familial tumoral calcinosis,NORMOPHOSPHATEMIC FAMILIAL TUMORAL CALCINOSIS
8629,"urolithiasis, uric acid, autosomal dominant","UROLITHIASIS, URIC ACID, AUTOSOMAL DOMINANT"
9249_21759,fructose intolerance,FRUCTOSE INTOLERANCE
14418_9709_13736,"myopathy, centronuclear","MYOPATHY, CENTRONUCLEAR"
13234_42979_8223,hypokalemic periodic paralysis,HYPOKALEMIC PERIODIC PARALYSIS
8208,"patella, familial recurrent dislocation of","PATELLA, FAMILIAL RECURRENT DISLOCATION OF"
11871_11873_9757_9756_18982_1982_20384,Niemann-Pick disease,NIEMANN-PICK DISEASE
7948,marfanoid hypermobility syndrome,MARFANOID HYPERMOBILITY SYNDROME
12554_8955_12553_14696,cerebrooculofacioskeletal syndrome,CEREBROOCULOFACIOSKELETAL SYNDROME
8421,flat face-microstomia-ear anomaly syndrome,FLAT FACE-MICROSTOMIA-EAR ANOMALY SYNDROME
7554_7551_7555_7550_14661_9181_18747_15551_19276_15550_17610_11869,epidermolysis bullosa simplex,EPIDERMOLYSIS BULLOSA SIMPLEX
9729,nephropathy - deafness - hyperparathyroidism syndrome,NEPHROPATHY - DEAFNESS - HYPERPARATHYROIDISM SYNDROME
9654,"mucopolysaccharidoses, unclassified types","MUCOPOLYSACCHARIDOSES, UNCLASSIFIED TYPES"
7616,"fibula, recurrent dislocation of head of","FIBULA, RECURRENT DISLOCATION OF HEAD OF"
14239,testicular anomalies with or without congenital heart disease,TESTICULAR ANOMALIES WITH OR WITHOUT CONGENITAL HEART DISEASE
9031,craniodiaphyseal dysplasia,CRANIODIAPHYSEAL DYSPLASIA
12011_12586,"coronary artery disease, autosomal dominant","CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT"
12994,dopa-responsive dystonia due to sepiapterin reductase deficiency,DOPA-RESPONSIVE DYSTONIA DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY
11907,acrocapitofemoral dysplasia,ACROCAPITOFEMORAL DYSPLASIA
44207_44208_9506,specific granule deficiency,SPECIFIC GRANULE DEFICIENCY
12204,familial pseudohyperkalemia,FAMILIAL PSEUDOHYPERKALEMIA
13008,combined immunodeficiency due to STIM1 deficiency,COMBINED IMMUNODEFICIENCY DUE TO STIM1 DEFICIENCY
10162_10160_10161_4741,tyrosinemia,TYROSINEMIA
9544,"macrocephaly/megalencephaly syndrome, autosomal recessive","MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE"
7057,acroosteolysis dominant type,ACROOSTEOLYSIS DOMINANT TYPE
14197,combined immunodeficiency due to MALT1 deficiency,COMBINED IMMUNODEFICIENCY DUE TO MALT1 DEFICIENCY
13967_13950_13931_13952_18264_54549_30899_13942_13938_13948_8736_13949_13937_13945_13930_13933_11683_9959_13936_8745_8746_13932_8953_13951_14127_11101_8954_13939_13943_14070_11749_8747_13927_18910_18135_19234_20275,peroxisome biogenesis disorder,PEROXISOME BIOGENESIS DISORDER
7409,cryptomicrotia-brachydactyly-excess fingertip arch syndrome,CRYPTOMICROTIA-BRACHYDACTYLY-EXCESS FINGERTIP ARCH SYNDROME
14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636,Diamond-Blackfan anemia,DIAMOND-BLACKFAN ANEMIA
9052_13051_13754_19572_18163_27462_27451_19573,"cutis laxa, autosomal recessive,","CUTIS LAXA, AUTOSOMAL RECESSIVE,"
12668,Tented eyebrows,TENTED EYEBROWS
7118,isolated anhidrosis with normal sweat glands,ISOLATED ANHIDROSIS WITH NORMAL SWEAT GLANDS
13013,"question mark ears, isolated","QUESTION MARK EARS, ISOLATED"
7087_13900_16241,alternating hemiplegia of childhood,ALTERNATING HEMIPLEGIA OF CHILDHOOD
19409,idiopathic juvenile osteoporosis,IDIOPATHIC JUVENILE OSTEOPOROSIS
10928,"dwarfism, familial, with muscle spasms","DWARFISM, FAMILIAL, WITH MUSCLE SPASMS"
8688,WT limb-blood syndrome,WT LIMB-BLOOD SYNDROME
32801_33012_33015_33014_33010_33013_30941_17851_17681,erythrokeratodermia variabilis et progressiva,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA
7459,"dilution, pigmentary","DILUTION, PIGMENTARY"
10229,"alopecia, congenital","ALOPECIA, CONGENITAL"
9431,hereditary hypophosphatemic rickets with hypercalciuria,HEREDITARY HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA
8469,spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,SPONDYLOEPIMETAPHYSEAL DYSPLASIA-HYPOTRICHOSIS SYNDROME
7320,chondrocalcinosis due to apatite crystal deposition,CHONDROCALCINOSIS DUE TO APATITE CRYSTAL DEPOSITION
7232,autosomal dominant brachyolmia,AUTOSOMAL DOMINANT BRACHYOLMIA
10294,X-linked severe congenital neutropenia,X-LINKED SEVERE CONGENITAL NEUTROPENIA
7630,North Carolina macular dystrophy,NORTH CAROLINA MACULAR DYSTROPHY
11502_9101_18105,Wolfram syndrome,WOLFRAM SYNDROME
8384,rheumatoid nodulosis,RHEUMATOID NODULOSIS
13274_10761_10945_8378_12796_910_11272_13611_14692_10827_13175_44314_32604_33563_13469_13468_13052_14618_14687_14871_12943_54708_13402_14400_12363_10259_19200_13610_12523_14323_13780_8377_13437_44320_13425_10723_30071_11935_13413_12625_13414_13436_13314_12477_10320_13516_13395_11630_14653_14256_13407_13263_32689_11075_14093_10818_12463_10227_8379_13328_14345_32834_11137_14929_32940_13315_13447_10828_13405_13429_11974_12024_12367_15013_36482_10806_13312_32577_12813_10374_11259,retinitis pigmentosa,RETINITIS PIGMENTOSA
24522_54765_13502_15301,primary cutaneous amyloidosis,PRIMARY CUTANEOUS AMYLOIDOSIS
9254,fucosidosis,FUCOSIDOSIS
15912,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,MACROTHROMBOCYTOPENIA AND GRANULOCYTE INCLUSIONS WITH OR WITHOUT NEPHRITIS OR SENSORINEURAL HEARING LOSS
7745,Gilbert syndrome,GILBERT SYNDROME
24517_14299,schwannomatosis,SCHWANNOMATOSIS
8369_11422_9967_8368_15827_17828_1909_18440_17829,renal tubular acidosis,RENAL TUBULAR ACIDOSIS
9612,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY
9664,mulibrey nanism,MULIBREY NANISM
10292,Uruguay Faciocardiomusculoskeletal syndrome,URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME
9633,"microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma","MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA"
10026,SHORT syndrome,SHORT SYNDROME
44330_13827_13828_7868_21022_17658,hyperekplexia,HYPEREKPLEXIA
7201,"blepharophimosis, ptosis, and epicanthus inversus syndrome","BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS SYNDROME"
7828,"indifference to pain, congenital, autosomal dominant","INDIFFERENCE TO PAIN, CONGENITAL, AUTOSOMAL DOMINANT"
10541,X-linked calvarial hyperostosis,X-LINKED CALVARIAL HYPEROSTOSIS
7804,Pallister-hall syndrome,PALLISTER-HALL SYNDROME
7045,"acrofacial dysostosis, Catania type","ACROFACIAL DYSOSTOSIS, CATANIA TYPE"
7824,"incisors, lower central, absence of","INCISORS, LOWER CENTRAL, ABSENCE OF"
8513_11984_21651_12447,synpolydactyly,SYNPOLYDACTYLY
12018_9708,"myopathy, myosin storage","MYOPATHY, MYOSIN STORAGE"
13456,constitutional megaloblastic anemia with severe neurologic disease,CONSTITUTIONAL MEGALOBLASTIC ANEMIA WITH SEVERE NEUROLOGIC DISEASE
7935,cystoid macular edema,CYSTOID MACULAR EDEMA
16581,conotruncal heart malformations,CONOTRUNCAL HEART MALFORMATIONS
14423,severe combined immunodeficiency due to DNA-PKcs deficiency,SEVERE COMBINED IMMUNODEFICIENCY DUE TO DNA-PKCS DEFICIENCY
11219,Fried's tooth and nail syndrome,FRIED'S TOOTH AND NAIL SYNDROME
10603,hemophilia A with vascular abnormality,HEMOPHILIA A WITH VASCULAR ABNORMALITY
12409_12605_13293_12604_13377_9631_14050_13130_62,isolated microphthalmia,ISOLATED MICROPHTHALMIA
11274,Muenke syndrome,MUENKE SYNDROME
12033,bradyopsia,BRADYOPSIA
9387,familial lipoprotein lipase deficiency,FAMILIAL LIPOPROTEIN LIPASE DEFICIENCY
14191_12762_11484_13966_13529_17990,catecholaminergic polymorphic ventricular tachycardia,CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA
32778_8823_100218_60486_15168,arthrogryposis multiplex congenita,ARTHROGRYPOSIS MULTIPLEX CONGENITA
9235,familial benign flecked retina,FAMILIAL BENIGN FLECKED RETINA
8970,chondrodysplasia Blomstrand type,CHONDRODYSPLASIA BLOMSTRAND TYPE
7516,ectrodactyly and ectodermal dysplasia without cleft lip/palate,ECTRODACTYLY AND ECTODERMAL DYSPLASIA WITHOUT CLEFT LIP/PALATE
13992,obesity due to leptin receptor gene deficiency,OBESITY DUE TO LEPTIN RECEPTOR GENE DEFICIENCY
14501,"macular degeneration, early-onset","MACULAR DEGENERATION, EARLY-ONSET"
8098,"mesomelic dwarfism, Nievergelt type","MESOMELIC DWARFISM, NIEVERGELT TYPE"
60715_100252_60714,"tumoral calcinosis, hyperphosphatemic, familial","TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL"
33565_33564_20837_32696_32810_21574_21573_30925_21575_14769,oocyte maturation defect,OOCYTE MATURATION DEFECT
11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,autosomal recessive congenital ichthyosis,AUTOSOMAL RECESSIVE CONGENITAL ICHTHYOSIS
18931_9650_9653_19248,mucolipidosis,MUCOLIPIDOSIS
24538_7247_14628_14004_14204_11692,"basal ganglia calcification, idiopathic","BASAL GANGLIA CALCIFICATION, IDIOPATHIC"
7349_13766_12724_14498_18768,familial cold autoinflammatory syndrome,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME
21011,hereditary progressive chorea without dementia,HEREDITARY PROGRESSIVE CHOREA WITHOUT DEMENTIA
9501,metabolic myopathy due to lactate transporter defect,METABOLIC MYOPATHY DUE TO LACTATE TRANSPORTER DEFECT
14136_24533_14134_14135,"pulmonary hypertension, primary","PULMONARY HYPERTENSION, PRIMARY"
8354,purpura simplex,PURPURA SIMPLEX
14209,early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,EARLY-ONSET PROGRESSIVE NEURODEGENERATION-BLINDNESS-ATAXIA-SPASTICITY SYNDROME
14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997,Noonan syndrome,NOONAN SYNDROME
11710_11711_14184_724_11780_12917,specific language impairment,SPECIFIC LANGUAGE IMPAIRMENT
32795_32485_32919,intellectual developmental disorder,INTELLECTUAL DEVELOPMENTAL DISORDER
9788_8131,"optic atrophy, hearing loss, and peripheral neuropathy","OPTIC ATROPHY, HEARING LOSS, AND PERIPHERAL NEUROPATHY"
9663,mucus inspissation of respiratory tract,MUCUS INSPISSATION OF RESPIRATORY TRACT
31332_100326_31009,Glanzmann thrombasthenia,GLANZMANN THROMBASTHENIA
14333,"polymicrogyria, bilateral perisylvian, autosomal recessive","POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE"
7716,alpha thalassemia-intellectual disability syndrome type 1,ALPHA THALASSEMIA-INTELLECTUAL DISABILITY SYNDROME TYPE 1
14866_12012_33850_11890_11687_12014_13758_11569_13753_10550_12640_11903_8961_14154_10877_10699_32728_7790_11527_14665_11633_12231_13644_11066_11091_11916_14735_14467_11085_11889_12096_11570_11894_10949_36484_14733_14117_14012_10549_10551_14736_11113_7311_11534_11901_10995_13338_14208_14726_13212_7307_14074_12250_11902_14566_14511_10479_7309_10689_11475_14836_54833_11674_13959_11909_7308_11675_19011_18993_15626_18995_18994_18778_44640,Charcot-Marie-Tooth disease,CHARCOT-MARIE-TOOTH DISEASE
20752,EJM1,EJM1
54802_33483_12353_54801_12729,"erythrocytosis, familial","ERYTHROCYTOSIS, FAMILIAL"
7523,"Ehlers-Danlos syndrome, hypermobility type","EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE"
10589,"Aarskog-Scott syndrome, X-linked","AARSKOG-SCOTT SYNDROME, X-LINKED"
13113_15177,metaphyseal anadysplasia,METAPHYSEAL ANADYSPLASIA
7604,femoral-facial syndrome,FEMORAL-FACIAL SYNDROME
30037,"neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures","NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES"
8676_14346,white sponge nevus,WHITE SPONGE NEVUS
9354,methylcobalamin deficiency type cblE,METHYLCOBALAMIN DEFICIENCY TYPE CBLE
11266_8056_16107,myotonic dystrophy,MYOTONIC DYSTROPHY
11038,cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,CEREBELLAR ATAXIA-AREFLEXIA-PES CAVUS-OPTIC ATROPHY-SENSORINEURAL HEARING LOSS SYNDROME
12985_10053_8447_913_12981_19350_94,spherocytosis,SPHEROCYTOSIS
13316,occult macular dystrophy,OCCULT MACULAR DYSTROPHY
14205,severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome,SEVERE FEEDING DIFFICULTIES-FAILURE TO THRIVE-MICROCEPHALY DUE TO ASXL3 DEFICIENCY SYNDROME
9933,congenital pulmonary lymphangiectasia,CONGENITAL PULMONARY LYMPHANGIECTASIA
7858_7047_13980_8292_19332_16518_17675,punctate palmoplantar keratoderma,PUNCTATE PALMOPLANTAR KERATODERMA
7478,autosomal dominant Kenny-Caffey syndrome,AUTOSOMAL DOMINANT KENNY-CAFFEY SYNDROME
8116,oculopharyngeal muscular dystrophy,OCULOPHARYNGEAL MUSCULAR DYSTROPHY
14968,"encephalopathy, progressive, with amyotrophy and optic atrophy","ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY"
10149,transcobalamin II deficiency,TRANSCOBALAMIN II DEFICIENCY
9724,nail-patella-like renal disease,NAIL-PATELLA-LIKE RENAL DISEASE
9873,pilodental dysplasia-refractive errors syndrome,PILODENTAL DYSPLASIA-REFRACTIVE ERRORS SYNDROME
10028,sialuria,SIALURIA
10959,van den Ende-Gupta syndrome,VAN DEN ENDE-GUPTA SYNDROME
13007,combined immunodeficiency due to ORAI1 deficiency,COMBINED IMMUNODEFICIENCY DUE TO ORAI1 DEFICIENCY
11888,immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,IMMUNODEFICIENCY DUE TO INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE-4 DEFICIENCY
7357,colonic varices without portal hypertension,COLONIC VARICES WITHOUT PORTAL HYPERTENSION
10684,X-linked myopathy with excessive autophagy,X-LINKED MYOPATHY WITH EXCESSIVE AUTOPHAGY
11482_14396_11702_11003_14100_13479_11400_12808_11095_13848_13261_12745_12704_13371_32592_12744_7269_11840_13168_10951_12362_13373_12667_12062_13147_10542_11541_13339_14073_12746_14095_13262_11094_5021_11425_11567_12364_13030_13198_13211_5200,dilated cardiomyopathy,DILATED CARDIOMYOPATHY
11878,Worth syndrome,WORTH SYNDROME
12929,Compton-North congenital myopathy,COMPTON-NORTH CONGENITAL MYOPATHY
10583,"Dyggve-Melchior-Clausen syndrome, X-linked","DYGGVE-MELCHIOR-CLAUSEN SYNDROME, X-LINKED"
13431_33046_14794_9143_13428_13430_13432_14894_16817,Meier-Gorlin syndrome,MEIER-GORLIN SYNDROME
10883,pectus excavatum-macrocephaly-dysplastic nails syndrome,PECTUS EXCAVATUM-MACROCEPHALY-DYSPLASTIC NAILS SYNDROME
14414,STAT3-related early-onset multisystem autoimmune disease,STAT3-RELATED EARLY-ONSET MULTISYSTEM AUTOIMMUNE DISEASE
14772_13378_10927_7335_12142_13466_10906_358_29145_11276_12022_12478_13023,orofacial cleft,OROFACIAL CLEFT
14376_13657_54837_30918_20847_13820_14486_13805_30917_12947_7974_13581_14855_30910_14858_30911_14482_14599_12869_30914_13658_30922_13819_14699_30920_13821_12960_30919_13656_14357_14580_30913_30916_13266_13509_14842_14678_13655_14617_12946_30912_100172,"intellectual disability, autosomal dominant","INTELLECTUAL DISABILITY, AUTOSOMAL DOMINANT"
9458,Schimke immuno-osseous dysplasia,SCHIMKE IMMUNO-OSSEOUS DYSPLASIA
10841_8671_13201_12698_13202_12144_10192_7862_8670_19517_18094_11697,Waardenburg syndrome,WAARDENBURG SYNDROME
9982_10775,retinitis pigmentosa inversa with deafness,RETINITIS PIGMENTOSA INVERSA WITH DEAFNESS
24551,X-linked lymphoproliferative disease due to SH2D1A deficiency,X-LINKED LYMPHOPROLIFERATIVE DISEASE DUE TO SH2D1A DEFICIENCY
12330,talo-patello-scaphoid osteolysis,TALO-PATELLO-SCAPHOID OSTEOLYSIS
14301_14307_24534_14130_8371,Dowling-Degos disease,DOWLING-DEGOS DISEASE
30042,"proteinuria, chronic benign","PROTEINURIA, CHRONIC BENIGN"
14575_24535,Singleton-Merten syndrome,SINGLETON-MERTEN SYNDROME
10820_13060,autosomal recessive Parkinson disease,AUTOSOMAL RECESSIVE PARKINSON DISEASE
14275_13247_30056_24525_1083,Fanconi renotubular syndrome,FANCONI RENOTUBULAR SYNDROME
8024_8025_14259_12080_15353_8451_13884_60585_11879_13243_75,"neuronopathy, distal hereditary motor","NEURONOPATHY, DISTAL HEREDITARY MOTOR"
9594_7982_9597_9596_138,metaphyseal chondrodysplasia,METAPHYSEAL CHONDRODYSPLASIA
11738,bilateral frontoparietal polymicrogyria,BILATERAL FRONTOPARIETAL POLYMICROGYRIA
8668_13304_10191_15628_15629_15630_15631,von Willebrand disease,VON WILLEBRAND DISEASE
12220_11872_8962_18306,Griscelli syndrome,GRISCELLI SYNDROME
9548,renal hypomagnesemia 5 with ocular involvement,RENAL HYPOMAGNESEMIA 5 WITH OCULAR INVOLVEMENT
10117_13039_13627,3M syndrome,3M SYNDROME
12332,short stature-delayed bone age due to thyroid hormone metabolism deficiency,SHORT STATURE-DELAYED BONE AGE DUE TO THYROID HORMONE METABOLISM DEFICIENCY
14800,progressive scapulohumeroperoneal distal myopathy,PROGRESSIVE SCAPULOHUMEROPERONEAL DISTAL MYOPATHY
14832_13705_14876_12612_9580_12623_15020_14996_14930_12618_13706_13785_14962_13704_14409_12615_12619_14499_14524_54861_13173_14430_12617_32605_12614_13694_14759_13702_13629_14815_13528_13703_13708_13624_13707_14354_11828_13697_20850_14348_12613_30915_14649_44313_12037_13651_20846_13709,"intellectual disability, autosomal recessive","INTELLECTUAL DISABILITY, AUTOSOMAL RECESSIVE"
