drugbank_id,drug_name,drug_name_upper
DB01452,Diamorphine,DIAMORPHINE
DB01629,5-fluorouridine,5-FLUOROURIDINE
DB08886,Asparaginase Erwinia chrysanthemi,ASPARAGINASE ERWINIA CHRYSANTHEMI
DB08984,Etofenamate,ETOFENAMATE
DB09256,Tegafur,TEGAFUR
DB09317,"Synthetic Conjugated Estrogens, A","SYNTHETIC CONJUGATED ESTROGENS, A"
DB09318,"Synthetic Conjugated Estrogens, B","SYNTHETIC CONJUGATED ESTROGENS, B"
DB09381,Esterified estrogens,ESTERIFIED ESTROGENS
DB11100,Allantoin,ALLANTOIN
DB12425,Liothyronine I-131,LIOTHYRONINE I-131
DB13396,Neocitrullamon,NEOCITRULLAMON
DB02080,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene","1-{2-[2-(2-METHOXYETHOXY)ETHOXY]ETHOXY}-4-(1,1,3,3-TETRAMETHYLBUTYL)BENZENE"
DB14001,alpha-Tocopherol succinate,ALPHA-TOCOPHEROL SUCCINATE
DB14002,D-alpha-Tocopherol acetate,D-ALPHA-TOCOPHEROL ACETATE
DB00858,Drostanolone,DROSTANOLONE
DB01185,Fluoxymesterone,FLUOXYMESTERONE
DB01406,Danazol,DANAZOL
DB02342,2-Methoxyestradiol,2-METHOXYESTRADIOL
DB02901,Stanolone,STANOLONE
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol","5-ALPHA-ANDROSTANE-3-BETA,17BETA-DIOL"
DB03926,"5alpha-androstane-3beta,17alpha-diol","5ALPHA-ANDROSTANE-3BETA,17ALPHA-DIOL"
DB13951,Stanolone acetate,STANOLONE ACETATE
DB08127,"1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene","1,3,3-TRIMETHYL-2-[(1E,3E)-3-METHYLPENTA-1,3-DIEN-1-YL]CYCLOHEXENE"
DB08455,Ro 12-7310,RO 12-7310
DB08467,"6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID","6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID"
DB00243,Ranolazine,RANOLAZINE
DB00280,Disopyramide,DISOPYRAMIDE
DB00457,Prazosin,PRAZOSIN
DB00543,Amoxapine,AMOXAPINE
DB00706,Tamsulosin,TAMSULOSIN
DB00934,Maprotiline,MAPROTILINE
DB01151,Desipramine,DESIPRAMINE
DB01156,Bupropion,BUPROPION
DB01190,Clindamycin,CLINDAMYCIN
DB01233,Metoclopramide,METOCLOPRAMIDE
DB01359,Penbutolol,PENBUTOLOL
DB01426,Ajmaline,AJMALINE
DB01429,Aprindine,APRINDINE
DB04821,Nomifensine,NOMIFENSINE
DB08907,Canagliflozin,CANAGLIFLOZIN
DB09568,Omega-3-carboxylic acids,OMEGA-3-CARBOXYLIC ACIDS
DB14007,Pentetic acid,PENTETIC ACID
DB01277,Mecasermin,MECASERMIN
DB09160,Technetium Tc-99m tetrofosmin,TECHNETIUM TC-99M TETROFOSMIN
DB09329,"Antihemophilic Factor (Recombinant), PEGylated","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED"
DB14738,Turoctocog alfa pegol,TUROCTOCOG ALFA PEGOL
DB00292,Etomidate,ETOMIDATE
DB00136,Calcitriol,CALCITRIOL
DB00153,Ergocalciferol,ERGOCALCIFEROL
DB00169,Cholecalciferol,CHOLECALCIFEROL
DB01436,Alfacalcidol,ALFACALCIDOL
DB02153,3-sulfino-L-alanine,3-SULFINO-L-ALANINE
DB02776,1-Hexadecanosulfonic Acid,1-HEXADECANOSULFONIC ACID
DB03009,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,2-{[2-OXO-2-(1-PIPERIDINYL)ETHYL]SULFANYL}-6-(TRIFLUOROMETHYL)-4(1H)-PYRIMIDINONE
DB03766,Propanoic acid,PROPANOIC ACID
DB03851,Carbazole Butanoic Acid,CARBAZOLE BUTANOIC ACID
DB04437,"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline","CYSTEINE-METHYLENE-CARBAMOYL-1,10-PHENANTHROLINE"
DB07283,"9-benzyl-2,3,4,9-tetrahydro-1H-carbazole-8-carboxylic acid","9-BENZYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOLE-8-CARBOXYLIC ACID"
DB07945,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid","5-(3-CARBAMOYLBENZYL)-5,6,7,8,9,10-HEXAHYDROCYCLOHEPTA[B]INDOLE-4-CARBOXYLIC ACID"
DB08607,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE","(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE"
DB00132,alpha-Linolenic acid,ALPHA-LINOLENIC ACID
DB00154,Dihomo-gamma-linolenic acid,DIHOMO-GAMMA-LINOLENIC ACID
DB01138,Sulfinpyrazone,SULFINPYRAZONE
DB09555,Dexchlorpheniramine maleate,DEXCHLORPHENIRAMINE MALEATE
DB02074,Butenoic Acid,BUTENOIC ACID
DB02216,S-Methylcysteine,S-METHYLCYSTEINE
DB02659,Cholic Acid,CHOLIC ACID
DB00507,Nitazoxanide,NITAZOXANIDE
DB00409,Remoxipride,REMOXIPRIDE
DB00907,Cocaine,COCAINE
DB01203,Nadolol,NADOLOL
DB01591,Solifenacin,SOLIFENACIN
DB00130,L-Glutamine,L-GLUTAMINE
DB11118,Ammonia,AMMONIA
DB00157,NADH,NADH
DB00898,Ethanol,ETHANOL
DB01020,Isosorbide mononitrate,ISOSORBIDE MONONITRATE
DB11077,Polyethylene glycol 400,POLYETHYLENE GLYCOL 400
DB12612,Ozanimod,OZANIMOD
DB00145,Glycine,GLYCINE
DB13749,Magnesium gluconate,MAGNESIUM GLUCONATE
DB13151,Anti-inhibitor coagulant complex,ANTI-INHIBITOR COAGULANT COMPLEX
DB13884,Albutrepenonacog alfa,ALBUTREPENONACOG ALFA
DB00035,Desmopressin,DESMOPRESSIN
DB00216,Eletriptan,ELETRIPTAN
DB00250,Dapsone,DAPSONE
DB00470,Dronabinol,DRONABINOL
DB00471,Montelukast,MONTELUKAST
DB00533,Rofecoxib,ROFECOXIB
DB00549,Zafirlukast,ZAFIRLUKAST
DB00582,Voriconazole,VORICONAZOLE
DB00672,Chlorpropamide,CHLORPROPAMIDE
DB00773,Etoposide,ETOPOSIDE
DB00796,Candesartan cilexetil,CANDESARTAN CILEXETIL
DB01041,Thalidomide,THALIDOMIDE
DB01075,Diphenhydramine,DIPHENHYDRAMINE
DB01181,Ifosfamide,IFOSFAMIDE
DB01198,Zopiclone,ZOPICLONE
DB01221,Ketamine,KETAMINE
DB01355,Hexobarbital,HEXOBARBITAL
DB05109,Trabectedin,TRABECTEDIN
DB06737,Zaltoprofen,ZALTOPROFEN
DB06738,Ketobemidone,KETOBEMIDONE
DB06739,Seratrodast,SERATRODAST
DB09214,Dexketoprofen,DEXKETOPROFEN
DB09295,Talniflumate,TALNIFLUMATE
DB13919,Candesartan,CANDESARTAN
DB00025,"Antihemophilic factor, human recombinant","ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
DB12364,Betrixaban,BETRIXABAN
DB13998,Lonoctocog alfa,LONOCTOCOG ALFA
DB13999,Moroctocog alfa,MOROCTOCOG ALFA
DB01708,Prasterone,PRASTERONE
DB09070,Tibolone,TIBOLONE
DB01285,Corticotropin,CORTICOTROPIN
DB13892,Crotalus atrox antivenin,CROTALUS ATROX ANTIVENIN
DB13893,Crotalus adamanteus antivenin,CROTALUS ADAMANTEUS ANTIVENIN
DB00352,Tioguanine,TIOGUANINE
DB00150,Tryptophan,TRYPTOPHAN
DB09539,Omega-3-acid ethyl esters,OMEGA-3-ACID ETHYL ESTERS
DB00127,Spermine,SPERMINE
DB00131,Adenosine phosphate,ADENOSINE PHOSPHATE
DB06077,Lumateperone,LUMATEPERONE
DB00435,Nitric Oxide,NITRIC OXIDE
DB00727,Nitroglycerin,NITROGLYCERIN
DB01612,Amyl Nitrite,AMYL NITRITE
DB06154,Pentaerythritol tetranitrate,PENTAERYTHRITOL TETRANITRATE
DB06770,Benzyl alcohol,BENZYL ALCOHOL
DB09117,Paraldehyde,PARALDEHYDE
DB00550,Propylthiouracil,PROPYLTHIOURACIL
DB00988,Dopamine,DOPAMINE
DB05394,Corticorelin,CORTICORELIN
DB06774,Capsaicin,CAPSAICIN
DB09072,Sodium oxybate,SODIUM OXYBATE
DB00134,Methionine,METHIONINE
DB00139,Succinic acid,SUCCINIC ACID
DB02209,Pyridoxine phosphate,PYRIDOXINE PHOSPHATE
DB09282,Molsidomine,MOLSIDOMINE
DB11311,Prothrombin,PROTHROMBIN
DB06695,Dabigatran etexilate,DABIGATRAN ETEXILATE
DB00161,Valine,VALINE
DB13620,Potassium gluconate,POTASSIUM GLUCONATE
DB00122,Choline,CHOLINE
DB14006,Choline salicylate,CHOLINE SALICYLATE
DB00179,Masoprocol,MASOPROCOL
DB09061,Cannabidiol,CANNABIDIOL
DB09285,Morniflumate,MORNIFLUMATE
DB11133,Omega-3 fatty acids,OMEGA-3 FATTY ACIDS
DB13168,Omega-6 fatty acids,OMEGA-6 FATTY ACIDS
DB14009,Medical Cannabis,MEDICAL CANNABIS
DB14011,Nabiximols,NABIXIMOLS
DB00811,Ribavirin,RIBAVIRIN
DB00041,Aldesleukin,ALDESLEUKIN
DB00360,Sapropterin,SAPROPTERIN
DB00720,Clodronic acid,CLODRONIC ACID
DB00856,Chlorphenesin,CHLORPHENESIN
DB00884,Risedronic acid,RISEDRONIC ACID
DB00887,Bumetanide,BUMETANIDE
DB00963,Bromfenac,BROMFENAC
DB01395,Drospirenone,DROSPIRENONE
DB05095,Cimicoxib,CIMICOXIB
DB05804,Prasterone sulfate,PRASTERONE SULFATE
DB05875,"Sar9, Met (O2)11-Substance P","SAR9, MET (O2)11-SUBSTANCE P"
DB06195,Seliciclib,SELICICLIB
DB06436,Semaxanib,SEMAXANIB
DB06804,Nonoxynol-9,NONOXYNOL-9
DB08819,Tafluprost,TAFLUPROST
DB00158,Folic acid,FOLIC ACID
DB01593,Zinc,ZINC
DB14487,Zinc acetate,ZINC ACETATE
DB00118,Ademetionine,ADEMETIONINE
DB01157,Trimetrexate,TRIMETREXATE
DB08878,Aminopterin,AMINOPTERIN
DB06778,Cupric sulfate,CUPRIC SULFATE
DB00396,Progesterone,PROGESTERONE
DB00882,Clomifene,CLOMIFENE
DB01424,Aminophenazone,AMINOPHENAZONE
DB04630,Aldosterone,ALDOSTERONE
DB09395,Sodium acetate,SODIUM ACETATE
DB11936,Bempedoic acid,BEMPEDOIC ACID
DB00594,Amiloride,AMILORIDE
DB13192,Antihemophilic factor human,ANTIHEMOPHILIC FACTOR HUMAN
DB06773,Human calcitonin,HUMAN CALCITONIN
DB00019,Pegfilgrastim,PEGFILGRASTIM
DB00082,Pegvisomant,PEGVISOMANT
DB00738,Pentamidine,PENTAMIDINE
DB04977,Plitidepsin,PLITIDEPSIN
DB11156,Pyrantel,PYRANTEL
DB13125,Lusutrombopag,LUSUTROMBOPAG
DB14004,Tildrakizumab,TILDRAKIZUMAB
DB00358,Mefloquine,MEFLOQUINE
DB00863,Ranitidine,RANITIDINE
DB00940,Methantheline,METHANTHELINE
DB00146,Calcifediol,CALCIFEDIOL
DB11094,Vitamin D,VITAMIN D
DB00115,Cyanocobalamin,CYANOCOBALAMIN
DB13257,Ferrous sulfate anhydrous,FERROUS SULFATE ANHYDROUS
DB11652,Tucatinib,TUCATINIB
DB00996,Gabapentin,GABAPENTIN
DB06410,Doxercalciferol,DOXERCALCIFEROL
DB06777,Chenodeoxycholic acid,CHENODEOXYCHOLIC ACID
DB09462,Glycerin,GLYCERIN
DB01262,Decitabine,DECITABINE
DB08934,Sofosbuvir,SOFOSBUVIR
DB09110,Coenzyme M,COENZYME M
DB11135,Selenium,SELENIUM
DB00086,Streptokinase,STREPTOKINASE
DB00411,Carbamoylcholine,CARBAMOYLCHOLINE
DB00445,Epirubicin,EPIRUBICIN
DB00578,Carbenicillin,CARBENICILLIN
DB01083,Orlistat,ORLISTAT
DB04786,Suramin,SURAMIN
DB04827,Urethane,URETHANE
DB05029,Lancovutide,LANCOVUTIDE
DB08909,Glycerol phenylbutyrate,GLYCEROL PHENYLBUTYRATE
DB01065,Melatonin,MELATONIN
DB06813,Pralatrexate,PRALATREXATE
DB09332,Kappadione,KAPPADIONE
DB00501,Cimetidine,CIMETIDINE
DB01011,Metyrapone,METYRAPONE
DB01388,Mibefradil,MIBEFRADIL
DB14545,Hydrocortisone succinate,HYDROCORTISONE SUCCINATE
DB11256,Levomefolic acid,LEVOMEFOLIC ACID
DB09221,Polaprezinc,POLAPREZINC
DB11859,Brexanolone,BREXANOLONE
DB00526,Oxaliplatin,OXALIPLATIN
DB00958,Carboplatin,CARBOPLATIN
DB01008,Busulfan,BUSULFAN
DB11672,Curcumin,CURCUMIN
DB00291,Chlorambucil,CHLORAMBUCIL
DB11091,Hydrogen peroxide,HYDROGEN PEROXIDE
DB11127,Selenious acid,SELENIOUS ACID
DB09374,Indocyanine green acid form,INDOCYANINE GREEN ACID FORM
DB13155,Esculin,ESCULIN
DB09571,Levmetamfetamine,LEVMETAMFETAMINE
DB14962,Trastuzumab deruxtecan,TRASTUZUMAB DERUXTECAN
DB09301,Chondroitin sulfate,CHONDROITIN SULFATE
DB09288,Propacetamol,PROPACETAMOL
DB09328,Vayarin,VAYARIN
DB11358,Evening primrose oil,EVENING PRIMROSE OIL
DB09322,Zinc sulfate,ZINC SULFATE
DB09498,Strontium chloride Sr-89,STRONTIUM CHLORIDE SR-89
DB09338,Mersalyl,MERSALYL
DB14596,Loteprednol etabonate,LOTEPREDNOL ETABONATE
DB14598,Edetate calcium disodium anhydrous,EDETATE CALCIUM DISODIUM ANHYDROUS
DB14600,Edetate disodium anhydrous,EDETATE DISODIUM ANHYDROUS
DB14635,Curcumin sulfate,CURCUMIN SULFATE
DB01101,Capecitabine,CAPECITABINE
DB09327,Tegafur-uracil,TEGAFUR-URACIL
DB09340,Tyropanoic acid,TYROPANOIC ACID
DB11793,Niraparib,NIRAPARIB
DB00436,Bendroflumethiazide,BENDROFLUMETHIAZIDE
DB01021,Trichlormethiazide,TRICHLORMETHIAZIDE
DB01033,Mercaptopurine,MERCAPTOPURINE
DB05239,Cobimetinib,COBIMETINIB
DB09341,"Dextrose, unspecified form","DEXTROSE, UNSPECIFIED FORM"
DB09344,Invert sugar,INVERT SUGAR
DB06779,Dalteparin,DALTEPARIN
DB05016,Ataluren,ATALUREN
DB00006,Bivalirudin,BIVALIRUDIN
DB00208,Ticlopidine,TICLOPIDINE
DB00233,Aminosalicylic acid,AMINOSALICYLIC ACID
DB00833,Cefaclor,CEFACLOR
DB01225,Enoxaparin,ENOXAPARIN
DB02300,Calcipotriol,CALCIPOTRIOL
DB05161,Elafin,ELAFIN
DB06111,AB192,AB192
DB06468,Cariporide,CARIPORIDE
DB06823,Tiopronin,TIOPRONIN
DB00987,Cytarabine,CYTARABINE
DB09502,Fludeoxyglucose (18F),FLUDEOXYGLUCOSE (18F)
DB00121,Biotin,BIOTIN
DB00201,Caffeine,CAFFEINE
DB00277,Theophylline,THEOPHYLLINE
DB00338,Omeprazole,OMEPRAZOLE
DB00448,Lansoprazole,LANSOPRAZOLE
DB00499,Flutamide,FLUTAMIDE
DB00613,Amodiaquine,AMODIAQUINE
DB00694,Daunorubicin,DAUNORUBICIN
DB01087,Primaquine,PRIMAQUINE
DB01204,Mitoxantrone,MITOXANTRONE
DB01229,Paclitaxel,PACLITAXEL
DB01248,Docetaxel,DOCETAXEL
DB01254,Dasatinib,DASATINIB
DB11155,Triclocarban,TRICLOCARBAN
DB12245,Triclabendazole,TRICLABENDAZOLE
DB01598,Imipenem,IMIPENEM
DB06211,Doripenem,DORIPENEM
DB00030,Insulin human,INSULIN HUMAN
DB06713,Norelgestromin,NORELGESTROMIN
DB00013,Urokinase,UROKINASE
DB00642,Pemetrexed,PEMETREXED
DB09116,Calcium carbimide,CALCIUM CARBIMIDE
DB09459,L-tartaric acid,L-TARTARIC ACID
DB12831,Gabexate,GABEXATE
DB00494,Entacapone,ENTACAPONE
DB00668,Epinephrine,EPINEPHRINE
DB00841,Dobutamine,DOBUTAMINE
DB00968,Methyldopa,METHYLDOPA
DB01141,Micafungin,MICAFUNGIN
DB06152,Nylidrin,NYLIDRIN
DB15488,Echinacoside,ECHINACOSIDE
DB00197,Troglitazone,TROGLITAZONE
DB00269,Chlorotrianisene,CHLOROTRIANISENE
DB00389,Carbimazole,CARBIMAZOLE
DB00974,Edetic acid,EDETIC ACID
DB00990,Exemestane,EXEMESTANE
DB01007,Tioconazole,TIOCONAZOLE
DB01127,Econazole,ECONAZOLE
DB04794,Bifonazole,BIFONAZOLE
DB04839,Cyproterone acetate,CYPROTERONE ACETATE
DB06147,Sulfathiazole,SULFATHIAZOLE
DB06423,Endostatin,ENDOSTATIN
DB06719,Buserelin,BUSERELIN
DB08804,Nandrolone decanoate,NANDROLONE DECANOATE
DB09389,Norgestrel,NORGESTREL
DB00107,Oxytocin,OXYTOCIN
DB00260,Cycloserine,CYCLOSERINE
DB00875,Flupentixol,FLUPENTIXOL
DB00915,Amantadine,AMANTADINE
DB06262,Droxidopa,DROXIDOPA
DB13848,Fluorodopa (18F),FLUORODOPA (18F)
DB00140,Riboflavin,RIBOFLAVIN
DB00170,Menadione,MENADIONE
DB00542,Benazepril,BENAZEPRIL
DB00178,Ramipril,RAMIPRIL
DB00183,Pentagastrin,PENTAGASTRIN
DB00202,Succinylcholine,SUCCINYLCHOLINE
DB00391,Sulpiride,SULPIRIDE
DB00392,Profenamine,PROFENAMINE
DB00508,Triflupromazine,TRIFLUPROMAZINE
DB00527,Cinchocaine,CINCHOCAINE
DB00585,Nizatidine,NIZATIDINE
DB00711,Diethylcarbamazine,DIETHYLCARBAMAZINE
DB00721,Procaine,PROCAINE
DB00790,Perindopril,PERINDOPRIL
DB00868,Benzonatate,BENZONATATE
DB00871,Terbutaline,TERBUTALINE
DB00888,Mechlorethamine,MECHLORETHAMINE
DB00892,Oxybuprocaine,OXYBUPROCAINE
DB00979,Cyclopentolate,CYCLOPENTOLATE
DB01035,Procainamide,PROCAINAMIDE
DB01116,Trimethaphan,TRIMETHAPHAN
DB01122,Ambenonium,AMBENONIUM
DB01135,Doxacurium,DOXACURIUM
DB01161,Chloroprocaine,CHLOROPROCAINE
DB01199,Tubocurarine,TUBOCURARINE
DB01245,Decamethonium,DECAMETHONIUM
DB01337,Pancuronium,PANCURONIUM
DB01338,Pipecuronium,PIPECURONIUM
DB01400,Neostigmine,NEOSTIGMINE
DB01408,Bambuterol,BAMBUTEROL
DB02845,Methylphosphinic Acid,METHYLPHOSPHINIC ACID
DB03568,Butyric Acid,BUTYRIC ACID
DB03822,Ethyl dihydrogen phosphate,ETHYL DIHYDROGEN PHOSPHATE
DB03976,Phosphorylisopropane,PHOSPHORYLISOPROPANE
DB04250,Butyrylthiocholine,BUTYRYLTHIOCHOLINE
DB04572,Thiotepa,THIOTEPA
DB04920,Clevidipine,CLEVIDIPINE
DB05386,Regramostim,REGRAMOSTIM
DB06692,Aprotinin,APROTININ
DB06756,Glycine betaine,GLYCINE BETAINE
DB08897,Aclidinium,ACLIDINIUM
DB09205,Moxisylyte,MOXISYLYTE
DB14031,Tretamine,TRETAMINE
DB09031,Miltefosine,MILTEFOSINE
DB00143,Glutathione,GLUTATHIONE
DB00369,Cidofovir,CIDOFOVIR
DB06433,Tezacitabine,TEZACITABINE
DB00184,Nicotine,NICOTINE
DB00388,Phenylephrine,PHENYLEPHRINE
DB00601,Linezolid,LINEZOLID
DB00614,Furazolidone,FURAZOLIDONE
DB00780,Phenelzine,PHENELZINE
DB01171,Moclobemide,MOCLOBEMIDE
DB02095,Isatin,ISATIN
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,(R)-N-METHYL-N-2-PROPYNYL-1-INDANAMINE
DB02509,Farnesol,FARNESOL
DB03147,Flavin adenine dinucleotide,FLAVIN ADENINE DINUCLEOTIDE
DB03894,N-Propargyl-1(S)-Aminoindan,N-PROPARGYL-1(S)-AMINOINDAN
DB04147,Dodecyldimethylamine N-oxide,DODECYLDIMETHYLAMINE N-OXIDE
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,5-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN
DB04818,Iproniazid,IPRONIAZID
DB04889,Bicifadine,BICIFADINE
DB09042,Tedizolid phosphate,TEDIZOLID PHOSPHATE
DB14569,Tedizolid,TEDIZOLID
DB00315,Zolmitriptan,ZOLMITRIPTAN
DB00397,Phenylpropanolamine,PHENYLPROPANOLAMINE
DB00669,Sumatriptan,SUMATRIPTAN
DB00918,Almotriptan,ALMOTRIPTAN
DB00952,Naratriptan,NARATRIPTAN
DB00953,Rizatriptan,RIZATRIPTAN
DB01445,Bufotenine,BUFOTENINE
DB06654,Safinamide,SAFINAMIDE
DB09244,Pirlindole,PIRLINDOLE
DB09245,Toloxatone,TOLOXATONE
DB12329,Eravacycline,ERAVACYCLINE
DB15328,Ubrogepant,UBROGEPANT
DB00336,Nitrofural,NITROFURAL
DB00339,Pyrazinamide,PYRAZINAMIDE
DB00437,Allopurinol,ALLOPURINOL
DB00746,Deferoxamine,DEFEROXAMINE
DB00831,Trifluoperazine,TRIFLUOPERAZINE
DB01168,Procarbazine,PROCARBAZINE
DB04335,Inosine,INOSINE
DB06478,Porfiromycin,PORFIROMYCIN
DB00194,Vidarabine,VIDARABINE
DB00640,Adenosine,ADENOSINE
DB01280,Nelarabine,NELARABINE
DB05057,Erdosteine,ERDOSTEINE
DB00128,Aspartic acid,ASPARTIC ACID
DB01956,Taurine,TAURINE
DB00466,Picrotoxin,PICROTOXIN
DB01119,Diazoxide,DIAZOXIDE
DB08794,Ethyl biscoumacetate,ETHYL BISCOUMACETATE
DB00910,Paricalcitol,PARICALCITOL
DB09326,Ammonia N-13,AMMONIA N-13
DB02486,2-Hydroxyethyl Disulfide,2-HYDROXYETHYL DISULFIDE
DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,N-(4-AMINOBUTANOYL)-S-(4-METHOXYBENZYL)-L-CYSTEINYLGLYCINE
DB03602,S-benzylglutathione,S-BENZYLGLUTATHIONE
DB04132,S-Hexylglutathione,S-HEXYLGLUTATHIONE
DB00172,Proline,PROLINE
DB00577,Valaciclovir,VALACICLOVIR
DB00091,Cyclosporine,CYCLOSPORINE
DB00196,Fluconazole,FLUCONAZOLE
DB00199,Erythromycin,ERYTHROMYCIN
DB00203,Sildenafil,SILDENAFIL
DB00206,Reserpine,RESERPINE
DB00224,Indinavir,INDINAVIR
DB00281,Lidocaine,LIDOCAINE
DB00288,Amcinonide,AMCINONIDE
DB00342,Terfenadine,TERFENADINE
DB00367,Levonorgestrel,LEVONORGESTREL
DB00381,Amlodipine,AMLODIPINE
DB00398,Sorafenib,SORAFENIB
DB00401,Nisoldipine,NISOLDIPINE
DB00439,Cerivastatin,CERIVASTATIN
DB00444,Teniposide,TENIPOSIDE
DB00446,Chloramphenicol,CHLORAMPHENICOL
DB00455,Loratadine,LORATADINE
DB00468,Quinine,QUININE
DB00502,Haloperidol,HALOPERIDOL
DB00528,Lercanidipine,LERCANIDIPINE
DB00531,Cyclophosphamide,CYCLOPHOSPHAMIDE
DB00541,Vincristine,VINCRISTINE
DB00564,Carbamazepine,CARBAMAZEPINE
DB00574,Fenfluramine,FENFLURAMINE
DB00604,Cisapride,CISAPRIDE
DB00622,Nicardipine,NICARDIPINE
DB00637,Astemizole,ASTEMIZOLE
DB00641,Simvastatin,SIMVASTATIN
DB00656,Trazodone,TRAZODONE
DB00683,Midazolam,MIDAZOLAM
DB00688,Mycophenolate mofetil,MYCOPHENOLATE MOFETIL
DB00700,Eplerenone,EPLERENONE
DB00701,Amprenavir,AMPRENAVIR
DB00705,Delavirdine,DELAVIRDINE
DB00745,Modafinil,MODAFINIL
DB00758,Clopidogrel,CLOPIDOGREL
DB00764,Mometasone,MOMETASONE
DB00820,Tadalafil,TADALAFIL
DB00822,Disulfiram,DISULFIRAM
DB00834,Mifepristone,MIFEPRISTONE
DB00862,Vardenafil,VARDENAFIL
DB00877,Sirolimus,SIROLIMUS
DB00897,Triazolam,TRIAZOLAM
DB00904,Ondansetron,ONDANSETRON
DB00905,Bimatoprost,BIMATOPROST
DB00909,Zonisamide,ZONISAMIDE
DB00916,Metronidazole,METRONIDAZOLE
DB00921,Buprenorphine,BUPRENORPHINE
DB00962,Zaleplon,ZALEPLON
DB00972,Azelastine,AZELASTINE
DB01023,Felodipine,FELODIPINE
DB01054,Nitrendipine,NITRENDIPINE
DB01058,Praziquantel,PRAZIQUANTEL
DB01095,Fluvastatin,FLUVASTATIN
DB01100,Pimozide,PIMOZIDE
DB01103,Quinacrine,QUINACRINE
DB01114,Chlorpheniramine,CHLORPHENIRAMINE
DB01166,Cilostazol,CILOSTAZOL
DB01167,Itraconazole,ITRACONAZOLE
DB01174,Phenobarbital,PHENOBARBITAL
DB01184,Domperidone,DOMPERIDONE
DB01211,Clarithromycin,CLARITHROMYCIN
DB01216,Finasteride,FINASTERIDE
DB01217,Anastrozole,ANASTROZOLE
DB01218,Halofantrine,HALOFANTRINE
DB01224,Quetiapine,QUETIAPINE
DB01259,Lapatinib,LAPATINIB
DB01267,Paliperidone,PALIPERIDONE
DB01268,Sunitinib,SUNITINIB
DB01380,Cortisone acetate,CORTISONE ACETATE
DB02520,Ditiocarb,DITIOCARB
DB04856,Dexloxiglumide,DEXLOXIGLUMIDE
DB04946,Iloperidone,ILOPERIDONE
DB04957,Azimilide,AZIMILIDE
DB05773,Trastuzumab emtansine,TRASTUZUMAB EMTANSINE
DB06176,Romidepsin,ROMIDEPSIN
DB06228,Rivaroxaban,RIVAROXABAN
DB06267,Udenafil,UDENAFIL
DB06287,Temsirolimus,TEMSIROLIMUS
DB06335,Saxagliptin,SAXAGLIPTIN
DB06403,Ambrisentan,AMBRISENTAN
DB06413,Armodafinil,ARMODAFINIL
DB06419,Cethromycin,CETHROMYCIN
DB06448,Lonafarnib,LONAFARNIB
DB06595,Midostaurin,MIDOSTAURIN
DB06605,Apixaban,APIXABAN
DB06626,Axitinib,AXITINIB
DB06652,Vicriviroc,VICRIVIROC
DB06697,Artemether,ARTEMETHER
DB06730,Gestodene,GESTODENE
DB06731,Seproxetine,SEPROXETINE
DB06772,Cabazitaxel,CABAZITAXEL
DB06789,Hydroxyprogesterone caproate,HYDROXYPROGESTERONE CAPROATE
DB08865,Crizotinib,CRIZOTINIB
DB08873,Boceprevir,BOCEPREVIR
DB08883,Perampanel,PERAMPANEL
DB08901,Ponatinib,PONATINIB
DB08970,Fluprednidene,FLUPREDNIDENE
DB08971,Fluocortolone,FLUOCORTOLONE
DB09054,Idelalisib,IDELALISIB
DB09065,Cobicistat,COBICISTAT
DB09068,Vortioxetine,VORTIOXETINE
DB09074,Olaparib,OLAPARIB
DB09095,Difluocortolone,DIFLUOCORTOLONE
DB09102,Daclatasvir,DACLATASVIR
